token_symbol,token_mint,anomaly_score,wallets_6h_before,wallets_24h_before,total_wallets
Token_DVd3a9,DVd3a9k2aAsmeZa1VCbddkp8zACVobGvzefGJ3SGpump,20,5,5,10
