wallet_1,wallet_2,shared_tokens,coordination_rate
EokUVZ8ixAvMcLgQ7wQxTJxd4JC5WfQWeFabfZhVrVFY,F1VYzwbBbMSeD5NjR2TErcfHuRBtbJehUZSUavvSWFY,4,50.0
